route,page_title,h1,h2,h3,hero_copy,body_copy,cards,widgets,tables,charts,forms,services,CTA_text,CTA_destinations,navigation_items,sidebar_items,footer_items
/sovereign-fund-investment-portfolio,State Sovereign Fund,State Sovereign Fund,,Portfolio Performance Metrics; Project Finance Breakdown; Institutional Investor Portal,Annualized Growth &amp; Net Asset Value (NAV),ABIA ONE Modern Governance OS Strategic wealth management and institutional asset growth for the future of Abia State. Real-time transparency into sovereign portfolios and project finance.,Emergency; Citizen Portal; Citizen Feedback,Analytics Telemetry Graph; Data Registry Table,YES,NO,YES,,Emergency; Citizen Portal; Citizen Feedback; download Download Annual Report; add_chart Propose Project; 1Y; 5Y; Max; View All Projects arrow_forward; mail Request Institutional Briefing; Join; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Build Abia; Open Abia; Serve Abia,; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /build-abia; /open-abia; /serve-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Build Abia; Open Abia; Serve Abia,
/state-archives,Preserving the Sovereign Legacy of Abia.,Preserving the Sovereign Legacy of Abia.,Archives; Recent Repository Additions,Registry of Traditional Rulers,Access the complete digital memory of the state—from executive gazettes to the lineage of traditional rulers and the photographic evolution of our infrastructure.,Modern Governance OS Access the complete digital memory of the state—from executive gazettes to the lineage of traditional rulers and the photographic evolution of our infrastructure. The definitive lineage of Abia's sovereign traditional leadership across 17 LGAs.,Citizen Portal; Citizen Feedback; Browse Catalog; Public Record; Public Record,,YES,NO,YES,,Citizen Portal; emergency; Citizen Feedback; Browse Catalog; filter_list; grid_view; Download; Request Access; View Gallery; Economy; Digital Gov; Governance; Security; account_balance Executive Archives; security Public Trust Data; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /digital-archives-heritage; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,account_balance Executive Archives; security Public Trust Data; Invest Abia; Serve Abia; Build Abia; Open Abia,
/tourism-culture,Timeless Heritage. Future Infrastructure.,Timeless Heritage. Future Infrastructure.,ABIA ONE; Strategic Heritage Sites; Ecosystem Dashboard; Hospitality Investor Directory,Long Juju of Arochukwu; Azumini Blue River,"Welcome to the Abia One Tourism Portal. We are digitizing our cultural legacy to bridge the gap between ancient wisdom and modern investment, preserving the soul of the 'God's Own State'.","Modern Governance OS Welcome to the Abia One Tourism Portal. We are digitizing our cultural legacy to bridge the gap between ancient wisdom and modern investment, preserving the soul of the 'God's Own State'. Curated locations under active development for global tourism standards and cultural preservation.",Emergency; Citizen Portal; Citizen Feedback; Explore Archives; Investor Directory,,YES,NO,NO,,Emergency; Citizen Portal; Citizen Feedback; Explore Archives; Investor Directory; chevron_left; chevron_right; VIEW MASTERPLAN arrow_forward; Review Prospectus; Review Prospectus; Review Prospectus; Review Prospectus; map; Economy; Digital Gov; Governance; Security; payments Economic Transformation; mitre Cultural Heritage; account_balance Digital Government; security Public Trust; Open Explorer arrow_right_alt; Invest Abia; Serve Abia; Build Abia; Open Abia; E-Governance Hub,; ; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /digital-archives-heritage; /serve-abia; /secure-abia; /open-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia; /local-governance,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; mitre Cultural Heritage; account_balance Digital Government; security Public Trust; Open Explorer arrow_right_alt; Invest Abia; Serve Abia; Build Abia; Open Abia; E-Governance Hub,
/tourism-culture-2,"Heritage, Spirit, and the Creative Pulse of Abia.","Heritage, Spirit, and the Creative Pulse of Abia.",Timeless Treasures; Experience the Pulse; The Creative Epicenter; Plan Your Visit,"Long Juju of Arochukwu; Akwete Weaving Heritage; War Museum, Umuahia; Azumini Blue River; Ugwuta Cultural Fair","Journey through the soul of God's Own State. From the ancient wonders of Long Juju to the vibrant rhythms of the Akwete weavers, explore a land where tradition fuels modern innovation.","Journey through the soul of God's Own State. From the ancient wonders of Long Juju to the vibrant rhythms of the Akwete weavers, explore a land where tradition fuels modern innovation. Uncover the monumental landmarks and living traditions that define the identity of the Abia people. Each site is a portal to our storied past and visionary future. A sacred site of ancient justice and spiritual mystery, nestled deep within the lush Arochukwu forest.",Sign In; Explore Sites; Cultural Calendar; FULL EVENT CALENDAR; Invest in Creatives,,YES,NO,NO,,Sign In; Explore Sites explore; Cultural Calendar; VIEW ALL DESTINATIONS arrow_forward; Support Artisans; FULL EVENT CALENDAR calendar_month; Invest in Creatives; Invest; Jobs; Serve; Governance; Agriculture; Commerce; Budget; News Room; Press Office,; ; ; ; ; ; ; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /ministry-of-agriculture; /economic-transformation; /open-abia; /news-press-center; /news-press-center,Governance,Invest; Jobs; Serve; Agriculture; Commerce; Budget; News Room; Press Office,
/tourism-culture-mobile,ABIA ONE,ABIA ONE,Abia Treasures: Journey into the Heartland,Heritage Map; Cultural Calendar; Artisan Market Guide,"Discover the soul of God's Own State, from the historic Long Juju Slave Route to the rhythmic celebrations of Iri Ji.","Discover the soul of God's Own State, from the historic Long Juju Slave Route to the rhythmic celebrations of Iri Ji. Explore historical landmarks The grand celebration of harvest across Abia communities, featuring the King of Crops.",Featured; Start Your Virtual Tour; View Info,,NO,NO,NO,,notifications; Start Your Virtual Tour explore; View Full arrow_forward; RSVP; View Info; dashboard Dashboard; notifications_active Alerts; grid_view Hub; person Profile; travel_explore,; ; ; ; ; ; ; ; ;,,,
/trade-logistics-mobile,ABIA ONE,ABIA ONE,Logistics &amp; Trade Hub,Trade Facilitation Velocity; Enyimba Hub Capacity; ac_unit Cold Chain Telemetry,,Avg. Clearance 4.2 Hrs ↓ 12% from Oct,Expand Capacity Map,Data Registry Table,YES,NO,YES,,notifications; Hourly; Daily; Expand Capacity Map; zoom_in; zoom_out; dashboard; notifications_active; grid_view; person; dashboard Dashboard,; ; ; ; ; ; ; ; ; ; /home-mobile,,dashboard Dashboard,
/transparent-governance,Transparency &amp; State Transformation,Transparency &amp; State Transformation,Build Abia; Open Abia,Project Showcase: Before &amp; After; Procurement; Budget Info; Contracts; Recent Contract Awards,"The Open Abia portal provides real-time access to budget performance, procurement cycles, and infrastructure progress. We are building trust through radical transparency.","Live Accountability Data Stream: FY2024 Q3 Audit Report Released The Open Abia portal provides real-time access to budget performance, procurement cycles, and infrastructure progress. We are building trust through radical transparency. Currently tracking 142 active infrastructure projects across 17 LGAs.",Export CSV,Data Registry Table,YES,NO,YES,Tender Contracts Registry,Citizen Portal; search; Open Fullscreen Map; Export CSV; Portal Login; Search Registry; chat Citizen Feedback; Economy; Digital Gov; Governance; Security; mitre Governance; account_balance Digital Gov; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /local-governance; /serve-abia; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,mitre Governance; account_balance Digital Gov; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/transparent-governance-2,Transparency &amp; Transformation,Transparency &amp; Transformation,Build Abia; Project Showcase; Open Abia,Aba-Owerri Road Dualization; Umuahia Specialist Clinic; Abia Rice Mill Expansion; Recent Contract Awards; 2024 Budget Execution,"Providing real-time access to the machinery of the State. Explore the budget, monitor active procurement cycles, and track the physical manifestation of infrastructure across every LGA.","Providing real-time access to the machinery of the State. Explore the budget, monitor active procurement cycles, and track the physical manifestation of infrastructure across every LGA. Real-time infrastructure footprint across 17 Local Government Areas. Phase 1 structural work finished. Asphalt laying in progress.",Citizen Portal; Launch Service; Explore Budget; Procurement Portal; View Interactive Budget,Data Registry Table,YES,NO,YES,Tender Contracts Registry,Citizen Portal; Launch Service open_in_new; Explore Budget; Procurement Portal; View All Gallery arrow_forward; filter_list Filter; visibility; visibility; visibility; visibility; Download Annual Procurement Report (PDF); View Interactive Budget analytics; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,; ; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; gavel Transparent Governance,
/transport-mobility,Transport Modernization,Transport Modernization,,Mass Transit Progress; Digital Ticketing; Road Safety Analytics; Inspection Center Bookings,,"ABIA ONE Modern Governance OS Unified dashboard for Abia State Transport Management Agency (ASTPA) services, road safety metrics, and mass transit progress.",{/* Mock Chart bars */}; Book New Inspection Slot,,YES,NO,NO,,Citizen Portal; Emergency; Citizen Feedback; add_card Top-up Wallet; history Trip History; Book New Inspection Slot; confirmation_number Generate Quick Ticket; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/transport-mobility-2,Modernizing the Abia Mobility Network,Modernizing the Abia Mobility Network,Urban Renewal &amp; Infrastructure,Command Center; Aba Urban Renewal Phase II; Live Road Maintenance; Digital Transit Modernization; Integrated Transport Hubs,"From the urban renewal of Aba to the state-wide digital tracking of infrastructure, we are building a seamless transport ecosystem for a new era of commerce.","State Operating System From the urban renewal of Aba to the state-wide digital tracking of infrastructure, we are building a seamless transport ecosystem for a new era of commerce. Strategic interventions across the Enyimba City and beyond.",Sign In; Download Masterplan; RAILWAY; INLAND PORT; {/* Fake Chart Visualization */},,YES,NO,NO,,Sign In; Download Masterplan; Register Fleet arrow_forward; Invest; Jobs; Serve; Governance; dashboard Dashboard; Press Office,; ; ; /invest-in-aba; /jobs-abia; /serve-abia; /local-governance; /; /news-press-center,Governance,Invest; Jobs; Serve; dashboard Dashboard; Press Office,
/transport-mobility-hub-mobile,ABIA ONE,ABIA ONE,"Good Morning, Citizen","₦12,450.00; Live Road Conditions; Upcoming Arrivals",Your daily commute is 4 minutes faster today.,Your daily commute is 4 minutes faster today. Transit Card Balance Heavy congestion due to ongoing road rehabilitation. Expect 15min delay.,TOP UP; VIEW FULL SCHEDULE,,YES,NO,NO,,notifications; TOP UP; VIEW FULL SCHEDULE; my_location; add_road; dashboard Dashboard,; ; ; ; ; /home-mobile,,dashboard Dashboard,
/transport-mobility-mobile,ABIA ONE,ABIA ONE,Mobility &amp; Maintenance Hub,Live Road Map; Transit Revenue; Maintenance Tickets; Public Transit Volume; Unified Mobility Command,,₦1.42M Daily digital card collection Aba-Owerri Potholes,,Analytics Telemetry Graph,YES,YES,NO,,notifications; add New Dispatch; my_location; layers; Audit Revenue; Fleet Logistics; support_agent,; ; ; ; ; ;,,,
/utilities-environment,Clean Abia: Utility &amp; Infrastructure Hub,Clean Abia: Utility &amp; Infrastructure Hub,Utilities; Environmental Tenders,location_on Waste Collection Zones; Connect Your Property to the Future,Real-time truck tracking and frequency zones for Aba &amp; Umuahia,"Infrastructure OS v2.4 A unified digital platform for waste collection tracking, water infrastructure status, and transparent public work tendering. Real-time truck tracking and frequency zones for Aba &amp; Umuahia",Citizen Portal,,YES,NO,NO,Tender Contracts Registry,emergency Emergency; Citizen Portal; feedback Citizen Feedback; add; remove; View All Tenders arrow_forward; Apply Now; Apply Now; Apply Now; add_business Business Connection; home Residential Connection; Economy; Digital Gov; Governance; Security; water_drop Water Projects; description Active Tenders; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /water-resources-irrigation; /open-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,water_drop Water Projects; description Active Tenders; Invest Abia; Serve Abia; Build Abia; Open Abia,
/water-resources-irrigation,Water Resources &amp; Irrigation,Water Resources &amp; Irrigation,Water Infrastructure Map; Project Status; Request Water Connection,Umuahia North Rice Fields; Aba Water Reticulation; Obingwa Borehole Cluster; State Consumption,"Expansion of 2,000 hectares with solar-powered pumps.","ABIA ONE Modern Governance OS Real-time management of the 'Clean Water for All' initiative, monitoring state-wide borehole health and agricultural irrigation efficiency.",Citizen Portal; Citizen Feedback; Submit Service Request,,YES,NO,YES,,emergency Emergency; Citizen Portal; Citizen Feedback; zoom_in; zoom_out; layers; View Full Pipeline arrow_forward; Submit Service Request send; support_agent Contact Water Board Support; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
/water-resources-irrigation-2,ABIA ONE,ABIA ONE,Ministry of Water Resources &amp; Irrigation,4.2M; 78%; 14; Optimal,,Command Center State Operating System Hon. Commissioner,{/* Map Placeholder with data-location ; View Technical Details,Data Registry Table,YES,NO,NO,Department Portal Interface,download Export Report; View Technical Details; filter_list; search; dashboard Dashboard; security Security; Press Office,; ; ; ; /; /secure-abia; /news-press-center,,dashboard Dashboard; security Security; Press Office,
/women-gender-affairs,Empower Abia Women,Empower Abia Women,Micro-Credit for Entrepreneurs; GBV Support &amp; Reporting,Vocational Skill Acquisition; Maternal Health Care Resources,"Abia State is committed to building a future where every woman has the resources, protection, and opportunity to lead our economic and social transformation.","Abia State is committed to building a future where every woman has the resources, protection, and opportunity to lead our economic and social transformation. Small-scale financing designed specifically for female-led businesses in commerce, agriculture, and tech. Confidential, immediate response and legal aid for gender-based violence survivors. You are not alone.",Citizen Portal; Emergency; Citizen Feedback; Apply for Micro-Credit; View Programs,Data Registry Table,YES,NO,YES,,Citizen Portal; Emergency; Citizen Feedback; Apply for Micro-Credit; View Programs; Start New Application arrow_forward; call Call 0800-SAFE-ABIA; chat_bubble Anonymous Web Report; Join; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; female Women &amp; Gender Affairs; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /women-gender-affairs; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; female Women &amp; Gender Affairs; Invest Abia; Serve Abia; Build Abia; Open Abia,
/women-gender-affairs-2,Elevating the Voices and Potential of Abia's Women.,Elevating the Voices and Potential of Abia's Women.,Abia Women in Business; Safe Abia Network; Our Collective Progress; ABIA ONE,Maternal Excellence; Abia Leadership Circle,Measuring the impact of gender empowerment initiatives across the state.,"ABIA ONE Women Affairs Access institutional resources for business growth, healthcare, and civic leadership through our unified governance portal.",Citizen Portal; Apply for Grant; Explore Programs; Report an Incident; Free Kits,,YES,NO,YES,Public Reporting System,Citizen Portal; emergency SOS; feedback Citizen Feedback; Apply for Grant arrow_forward; Explore Programs; Check Eligibility Criteria arrow_right_alt; Report an Incident; Join Next Cohort; send; Healthcare; payments Abia Women Business; account_balance Maternal Health; security GBV Support Center; Emergency Hotline 0800-SAFE-ABIA; Invest Abia; Serve Abia; Build Abia; Open Abia; home Home; medical_services Health; security Safety,; ; ; ; ; ; ; ; ; /ministry-of-health; /women-gender-affairs; /ministry-of-health; /secure-abia; tel:0800SAFEABIA; /invest-in-aba; /serve-abia; /build-abia; /open-abia; /; /ministry-of-health; /secure-abia,Citizen Portal,Healthcare; payments Abia Women Business; account_balance Maternal Health; security GBV Support Center; Invest Abia; Serve Abia; Build Abia; Open Abia; home Home; medical_services Health; security Safety,
/women-gender-affairs-mobile,ABIA ONE,ABIA ONE,Women’s Portal,Digital Services; Announcement Box,Empowering the pillars of Abia State.,Empowering the pillars of Abia State. Access soft loans for your business growth. Track your vocational progress and certificates.,,,NO,NO,NO,,notifications; add; dashboard Dashboard,; ; /home-mobile,,dashboard Dashboard,
/youth-sports,Youth &amp; Sports Transformation,Youth &amp; Sports Transformation,Abia Youth Empowerment Scheme (ABYES),Vocational Enrollment; Stadium Infrastructure Renewals; Talent Scouting Registry,,ABIA ONE Governance OS Empowering the next generation of Abia leaders and athletes through world-class infrastructure and systematic talent development.,Emergency; Citizen Portal; Explore All Programs; Register Talent,Data Registry Table,YES,NO,YES,,Emergency; Citizen Portal; chat Citizen Feedback; rocket_launch Apply for Grant; description View Guidelines; Explore All Programs; Register Talent; View Stats; View Stats; Economy; Digital Gov; Governance; Security; payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,; ; ; ; ; ; ; ; ; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /economic-transformation; /serve-abia; /local-governance; /secure-abia; /invest-in-aba; /serve-abia; /build-abia; /open-abia,Citizen Portal; Economy; Digital Gov; Governance; Security,payments Economic Transformation; account_balance Digital Government; mitre Transparent Governance; security Public Trust; Invest Abia; Serve Abia; Build Abia; Open Abia,
